"특성별(1)",특성별(2),2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018
"특성별(1)",특성별(2),응답자수 (명),전체,전체,전체,전체,전체,전체,전체,숙박비,숙박비,숙박비,숙박비,숙박비,숙박비,숙박비,숙박비,쇼핑비,쇼핑비,쇼핑비,쇼핑비,쇼핑비,쇼핑비,쇼핑비,식음료비,식음료비,식음료비,식음료비,식음료비,식음료비,식음료비,대중교통비,대중교통비,대중교통비,대중교통비,대중교통비,대중교통비,대중교통비,차량임대비(렌터카) ,차량임대비(렌터카) ,차량임대비(렌터카) ,차량임대비(렌터카) ,차량임대비(렌터카) ,차량임대비(렌터카) ,차량임대비(렌터카) ,관광/문화관련,관광/문화관련,관광/문화관련,관광/문화관련,관광/문화관련,관광/문화관련,관광/문화관련,오락/운동관련,오락/운동관련,오락/운동관련,오락/운동관련,오락/운동관련,오락/운동관련,오락/운동관련,항공료/선박료,항공료/선박료,항공료/선박료,항공료/선박료,항공료/선박료,항공료/선박료,기타,기타,기타,기타,기타,기타,기타
"특성별(1)",특성별(2),소계,10만원 미만 (%),10만원 이상~30만원 미만 (%),30만원 이상~50만원 미만 (%),50만원 이상~100만원 미만 (%),100만원 이상~150만원 미만 (%),150만원 이상 (%),평균 (원),5만원 미만 (%),5만원 이상~7만원 미만 (%),7만원 이상~10만원 미만 (%),10만원 이상~20만원 미만 (%),20만원 이상~30만원 미만 (%),30만원 이상 (%),경험없음 (%),평균 (원),5만원 미만 (%),5만원 이상~10만원 미만 (%),10만원 이상~30만원 미만 (%),30만원 이상~50만원 미만 (%),50만원 이상 (%),경험없음 (%),평균 (원),3만원 미만 (%),3만원 이상~5만원 미만 (%),5만원 이상~10만원 미만 (%),10만원 이상~20만원 미만 (%),20만원 이상 (%),경험없음 (%),평균 (원),2만원 미만 (%),2만원 이상~5만원 미만 (%),5만원 이상~10만원 미만 (%),10만원 이상~20만원 미만 (%),20만원 이상 (%),경험없음 (%),평균 (원),2만원 미만 (%),2만원 이상~5만원 미만 (%),5만원 이상~10만원 미만 (%),10만원 이상~20만원 미만 (%),20만원 이상 (%),경험없음 (%),평균 (원),2만원 미만 (%),2만원 이상~5만원 미만 (%),5만원 이상~10만원 미만 (%),10만원 이상~20만원 미만 (%),20만원 이상 (%),경험없음 (%),평균 (원),2만원 미만 (%),2만원 이상~5만원 미만 (%),5만원 이상~10만원 미만 (%),10만원 이상~20만원 미만 (%),20만원 이상 (%),경험없음 (%),평균 (원),3만원 미만 (%),3만원 이상~5만원 미만 (%),5만원 이상~10만원 미만 (%),10만원 이상~15만원 미만 (%),15만원 이상 (%),평균 (원),1만원 미만 (%),1만원 이상~3만원 미만 (%),3만원 이상~5만원 미만 (%),5만원 이상~10만원 미만 (%),10만원 이상 (%),경험없음 (%),평균 (원)
"연령별",31~40세,1491,0.2,14.9,56.3,26.9,1.0,0.7,514455,13.4,19.6,19.6,32.0,6.0,4.9,4.5,112201,27.3,29.5,18.4,0.8,1.0,23.0,58602,1.9,1.3,23.6,54.6,17.8,0.9,139367,3.3,2.4,2.0,0.8,0.1,91.3,3305,4.7,50.6,27.5,5.3,0.6,11.3,42111,30.8,29.4,12.7,2.6,0.6,24.0,23623,3.3,4.5,2.3,2.0,0.4,87.4,6768,1.9,1.3,23.6,44.3,28.8,123164,0.4,1.6,0.4,0.8,2.2,94.6,5313
"연령별",41~50세,1202,0.0,13.8,46.8,34.7,3.3,1.4,522570,15.0,26.6,21.2,23.2,5.9,3.1,5.0,92969,25.3,30.9,22.7,1.2,0.6,19.2,66842,2.2,1.6,23.2,54.3,17.4,1.4,138092,2.8,2.1,2.0,0.4,0.1,92.6,2700,5.1,50.6,25.9,4.7,1.2,12.5,41543,22.3,34.0,13.4,3.4,0.5,26.3,26424,3.2,5.8,3.6,2.4,2.8,82.4,14909,1.3,0.9,18.5,45.0,34.2,132929,0.4,1.7,0.9,1.6,1.6,93.8,6162
"연령별",51~60세,1267,0.2,11.9,46.8,37.1,2.6,1.3,546814,15.5,26.4,17.9,26.8,5.7,2.4,5.3,91426,18.5,32.4,29.1,1.4,0.5,18.1,73211,2.0,0.8,18.9,55.9,21.3,1.1,146293,3.8,2.1,1.4,1.0,0.3,91.3,3609,4.6,51.5,24.2,5.0,1.9,12.9,45385,22.1,37.5,12.5,2.4,0.8,24.8,25348,3.4,5.2,3.2,2.2,6.3,79.8,25455,2.2,1.3,15.7,45.0,35.9,132359,0.4,1.0,0.8,1.1,1.4,95.3,3729
"연령별",61세 이상,433,0.2,8.4,44.6,42.2,2.9,1.7,520510,17.8,24.6,18.6,22.5,4.0,4.2,8.3,86350,21.2,31.5,32.6,1.7,0.8,12.2,80983,1.5,1.0,22.0,57.5,16.5,1.5,148772,1.9,2.8,2.3,1.8,0.0,91.2,4113,4.5,49.4,25.3,3.7,1.4,15.7,40854,23.4,38.5,14.5,3.9,1.1,18.6,29274,3.2,3.2,1.2,1.1,0.3,90.9,3930,3.5,1.1,16.9,48.2,30.4,122197,0.3,1.3,1.2,1.3,1.4,94.5,4036
"방문목적별",휴가 및 순수여행,5329,0.3,10.4,47.5,38.8,2.0,1.0,505553,15.6,25.0,21.0,27.3,5.1,2.8,3.2,94101,26.7,30.9,21.4,1.0,0.7,19.3,62749,1.6,1.3,21.3,57.9,17.0,0.9,138072,3.2,2.9,2.2,0.7,0.1,90.9,3435,4.6,50.8,27.6,5.2,0.9,10.7,43127,28.3,34.2,12.5,2.7,0.6,21.7,24854,3.8,4.7,2.9,1.7,2.2,84.7,12152,2.0,1.3,21.7,45.4,29.7,124047,0.4,1.5,0.6,1.1,1.1,95.4,3015
"방문목적별",비즈니스여행,359,0.1,11.1,50.0,35.4,2.3,1.0,548112,10.1,20.4,10.7,28.8,7.2,7.4,15.3,120514,9.3,14.0,21.5,1.5,0.5,53.2,49259,9.0,3.3,22.8,40.2,22.0,2.6,144141,9.8,11.3,5.9,4.8,0.3,67.8,13494,4.3,20.9,18.1,4.4,4.3,48.0,37234,13.3,9.8,4.0,0.9,0.7,71.2,9665,0.7,2.3,3.7,2.6,1.5,89.1,9686,2.2,0.9,17.1,35.3,44.5,150863,0.4,2.8,0.5,2.2,2.8,91.2,13255
"방문목적별",기타여행,196,0.5,21.5,37.8,32.3,4.7,3.2,523841,15.6,14.5,5.4,15.8,4.3,5.2,39.3,87967,21.5,14.1,20.4,3.7,1.9,38.4,72825,10.9,4.5,23.2,31.1,23.3,7.0,142048,19.8,8.3,6.3,2.4,0.7,62.5,11591,6.2,18.3,6.2,4.6,1.9,62.9,28145,14.2,13.9,6.7,5.1,1.2,58.8,17795,3.7,1.8,2.5,0.8,0.1,91.1,3550,3.2,3.2,24.3,37.9,31.4,116288,1.2,3.4,2.0,3.2,12.7,77.5,43634
"방문횟수별",1회,1833,1.3,34.7,31.1,26.4,2.7,3.8,489299,16.0,27.1,20.4,26.7,4.5,2.2,3.1,89747,29.7,27.9,20.7,1.0,0.8,19.9,61897,2.3,1.8,21.7,57.8,15.1,1.3,130739,3.8,3.7,2.8,1.1,0.3,88.3,4842,4.8,49.4,26.9,5.1,0.7,13.1,40841,27.4,35.3,14.7,2.6,0.7,19.3,26544,4.6,4.5,3.2,0.8,0.7,86.2,6491,2.0,1.2,20.7,44.8,31.4,124803,0.5,1.0,0.6,0.8,1.1,96.0,3396
"방문횟수별",2회,2370,0.4,12.2,50.7,34.5,1.6,0.7,492395,15.5,25.8,21.4,27.2,4.5,2.2,3.5,89705,26.5,33.6,20.5,1.0,0.3,18.2,60956,1.7,1.0,21.7,59.3,15.7,0.6,136555,3.0,2.4,2.0,0.5,0.1,91.9,2906,4.1,54.6,26.5,3.8,0.6,10.3,41673,30.3,34.3,11.7,2.6,0.5,20.6,24459,3.5,5.2,2.6,1.9,1.3,85.5,9798,2.3,1.3,22.3,45.4,28.7,123126,0.3,1.6,0.6,0.9,1.3,95.3,3217
"방문횟수별",3회,773,0.2,10.6,52.9,33.5,2.1,0.8,519012,16.2,22.4,20.3,26.2,7.3,3.6,4.0,99609,20.4,29.8,23.3,0.9,1.0,24.7,62795,2.0,1.9,21.8,53.2,19.4,1.7,139153,5.4,3.8,2.9,0.3,0.0,87.6,3570,5.9,43.7,28.5,6.9,1.4,13.6,45148,24.5,29.8,9.4,3.4,0.4,32.5,21069,2.9,3.5,3.9,2.4,4.0,83.3,18226,2.5,1.4,21.4,45.7,29.0,125566,0.7,2.1,0.5,1.7,1.6,93.4,3876
"방문횟수별",4회 이상,908,0.0,15.4,43.6,36.2,3.1,1.6,582000,12.5,16.8,14.5,27.7,7.0,7.3,14.3,118784,18.8,20.6,23.7,1.9,1.3,33.7,65951,4.4,2.3,19.8,46.0,25.5,2.1,159166,6.9,6.1,3.1,2.5,0.3,81.1,7600,4.7,30.9,23.0,7.4,3.3,30.7,44251,18.8,21.5,8.6,2.5,0.7,47.9,18167,2.3,3.5,2.2,3.0,5.1,83.9,21715,1.0,1.5,21.1,40.8,35.6,132555,0.2,2.6,1.1,2.3,3.5,90.4,13811
