업소명,업종명,소재지도로명주소,위도,경도
성산풀하우스,민박,제주특별자치도 서귀포시 성산읍 환해장성로121번길 21-4,33.38425 ,126.87973 
샤갈의집,민박,제주특별자치도 서귀포시 소보리당로 220,33.26256 ,126.38390 
Luna,민박,제주특별자치도 서귀포시 소암로 11,33.24520 ,126.56712 
라벤더하우스,민박,제주특별자치도 서귀포시 속골로 24-5,33.24185 ,126.53002 
범섬 풍경,민박,제주특별자치도 서귀포시 속골로 26,33.24214 ,126.52973 
서귀포오션리조트,민박,제주특별자치도 서귀포시 속골로16번길 5,33.24139 ,126.52981 
나인빌,민박,제주특별자치도 서귀포시 솔동산로 26-7,33.24259 ,126.56312 
쇠소깍 민박,민박,제주특별자치도 서귀포시 쇠소깍로 138,33.25168 ,126.62265 
소금막민박,민박,제주특별자치도 서귀포시 쇠소깍로 140,33.25169 ,126.62239 
성게돌,민박,제주특별자치도 서귀포시 쇠소깍로 186,33.25077 ,126.61867 
빌라디투,민박,제주특별자치도 서귀포시 신동로 67번길 100-4,33.25974 ,126.51359 
브에노텔,민박,제주특별자치도 서귀포시 신동로27번길 4,33.25106 ,126.51238 
오아시스,민박,제주특별자치도 서귀포시 신서귀로 42,33.25255 ,126.51142 
살롱드마이,민박,제주특별자치도 서귀포시 신서로 32번길 28,33.25400 ,126.50576 
B＆B 달리네민박,민박,제주특별자치도 서귀포시 신서로 42,33.25368 ,126.50536 
강정집,민박,제주특별자치도 서귀포시 신서로 98번길 19,33.25885 ,126.50801 
챨스하우스,민박,제주특별자치도 서귀포시 신서로122번길 83,33.25676 ,126.50814 
수수강정,민박,제주특별자치도 서귀포시 신서로122번길30-1,33.26013 ,126.50931 
다락방inn제주,민박,제주특별자치도 서귀포시 신서로98번길 17,33.25883 ,126.50778 
제주해나루,민박,제주특별자치도 서귀포시 신서로98번길 19-1,33.25890 ,126.50809 
엉또게스트하우스,민박,제주특별자치도 서귀포시 신월동로 63,33.26603 ,126.50559 
문일민박,민박,제주특별자치도 서귀포시 신중로 13번길 37,33.25788 ,126.50954 
공간,민박,제주특별자치도 서귀포시 신중로13번길 36-1,33.25753 ,126.50930 
쇠소깍민박,민박,제주특별자치도 서귀포시 신효로25번길 10-1,33.26337 ,126.61274 
마비오주,민박,제주특별자치도 서귀포시 안덕면 소기왓로 71,33.24104 ,126.36886 
지호네민박 귤밭,민박,제주특별자치도 서귀포시 안덕면 감산중로 2,33.26050 ,126.35207 
통나무엘린,민박,제주특별자치도 서귀포시 안덕면 광평로 105,33.33258 ,126.37610 
통나무힐스,민박,제주특별자치도 서귀포시 안덕면 광평로 105,33.33258 ,126.37610 
나들목민박,민박,제주특별자치도 서귀포시 안덕면 난드르로 15-4,33.23441 ,126.36648 
이치비민박,민박,제주특별자치도 서귀포시 안덕면 난드르로 17,33.23462 ,126.36617 
소라하우스,민박,제주특별자치도 서귀포시 안덕면 난드르로 18,33.23483 ,126.36642 
JOYUAM(조유암),민박,제주특별자치도 서귀포시 안덕면 난드르로 21번길 25,33.23333 ,126.36758 
이응게스트하우스,민박,제주특별자치도 서귀포시 안덕면 난드르로 21번길 7-1,33.23449 ,126.36612 
남쪽으로 튀어,민박,제주특별자치도 서귀포시 안덕면 난드르로 49-71,33.23222 ,126.36703 
난드르 보라카이,민박,제주특별자치도 서귀포시 안덕면 난드르로 49-71,33.23222 ,126.36703 
3657,민박,제주특별자치도 서귀포시 안덕면 난드르로 56,33.23637 ,126.36226 
대평리 바닷가 집,민박,제주특별자치도 서귀포시 안덕면 난드르로 74,33.23717 ,126.36268 
로즈마리,민박,제주특별자치도 서귀포시 안덕면 난드르로 8,33.23503 ,126.36766 
대평별장,민박,제주특별자치도 서귀포시 안덕면 난드르로 90-8,33.23713 ,126.36054 
티벳풍경,민박,제주특별자치도 서귀포시 안덕면 난드르로21번길 10,33.23401 ,126.36633 
곰씨비씨,민박,제주특별자치도 서귀포시 안덕면 난드르로21번길 13-7,33.23414 ,126.36713 
난드르로에 한달살기,민박,제주특별자치도 서귀포시 안덕면 난드르로21번길 22,33.23318 ,126.36701 
미니메리,민박,제주특별자치도 서귀포시 안덕면 난드르로36번길 17,33.23668 ,126.36513 
늘솜,민박,제주특별자치도 서귀포시 안덕면 난드르로36번길 3,33.23560 ,126.36458 
올레풍차,민박,제주특별자치도 서귀포시 안덕면 난드르로36번길 32,33.23762 ,126.36567 
구름정원,민박,제주특별자치도 서귀포시 안덕면 난드르로36번길 5,33.23591 ,126.36460 
제주 느긋,민박,제주특별자치도 서귀포시 안덕면 난드르로36번길 8,33.23580 ,126.36492 
광청가든 민박,민박,제주특별자치도 서귀포시 안덕면 녹차분재로 47,33.28992 ,126.30150 
하바나,민박,제주특별자치도 서귀포시 안덕면 대평감산로 101,33.24232 ,126.36596 
해피 제주,민박,제주특별자치도 서귀포시 안덕면 대평감산로 162-16,33.24534 ,126.36458 
Cottage shoe,민박,제주특별자치도 서귀포시 안덕면 대평감산로 162-5,33.24515 ,126.36378 
다우래,민박,제주특별자치도 서귀포시 안덕면 대평감산로 276,33.25312 ,126.35799 
남제주 민박,민박,제주특별자치도 서귀포시 안덕면 대평감산로 35,33.23794 ,126.36612 
도도,민박,제주특별자치도 서귀포시 안덕면 대평감산로 47,33.23878 ,126.36574 
난드르 블루,민박,제주특별자치도 서귀포시 안덕면 대평감산로 5-2,33.23528 ,126.36672 
제이큐브 펜션,민박,제주특별자치도 서귀포시 안덕면 대평감산로 55,33.23934 ,126.36579 
하바다 통나무집,민박,제주특별자치도 서귀포시 안덕면 대평감산로 86,33.24144 ,126.36495 
하바다로그펜션,민박,제주특별자치도 서귀포시 안덕면 대평감산로 88,33.24152 ,126.36503 
치엘로게스트하우스,민박,제주특별자치도 서귀포시 안덕면 대평로 12,33.23590 ,126.36567 
노고로기,민박,제주특별자치도 서귀포시 안덕면 대평로 12-5,33.23623 ,126.36574 
커먼스테이,민박,제주특별자치도 서귀포시 안덕면 대평로 21,33.23602 ,126.36463 
만우 민박,민박,제주특별자치도 서귀포시 안덕면 대평로 27,33.23634 ,126.36432 
바산올레,민박,제주특별자치도 서귀포시 안덕면 대평로 29,33.23659 ,126.36398 
난드르 통나무집,민박,제주특별자치도 서귀포시 안덕면 대평로 36,33.23709 ,126.36392 
늘바다통나무집,민박,제주특별자치도 서귀포시 안덕면 대평로 38,33.23725 ,126.36367 
고래수,민박,제주특별자치도 서귀포시 안덕면 대평로 44,33.23797 ,126.36307 
돌담에 꽃 머무는 집,민박,제주특별자치도 서귀포시 안덕면 대평로 46,33.23776 ,126.36280 
대평올레민박,민박,제주특별자치도 서귀포시 안덕면 대평로 52,33.23765 ,126.36200 
냠이와 제주별장,민박,제주특별자치도 서귀포시 안덕면 덕수동로 149-19,33.26762 ,126.31578 
그리니제주,민박,제주특별자치도 서귀포시 안덕면 덕수동로 149-21,33.26766 ,126.31556 
Jeff House,민박,제주특별자치도 서귀포시 안덕면 덕수서로 13-11,33.25151 ,126.30328 
순똘 어멍,민박,제주특별자치도 서귀포시 안덕면 덕수서로 163번길 40,33.26622 ,126.30062 
이태리 밀라노 하우스,민박,제주특별자치도 서귀포시 안덕면 덕수서로 17-1,33.25212 ,126.30383 
아를하우스,민박,제주특별자치도 서귀포시 안덕면 덕수서로 17-15,33.25215 ,126.30269 
펜션 153,민박,제주특별자치도 서귀포시 안덕면 덕수서로 174번길 111,33.26710 ,126.31549 
엔게디 팜,민박,제주특별자치도 서귀포시 안덕면 덕수서로 174번길 113,33.26708 ,126.31574 
온새미로,민박,제주특별자치도 서귀포시 안덕면 덕수서로 228-31,33.27294 ,126.30744 
귤중옥,민박,제주특별자치도 서귀포시 안덕면 덕수서로163번길 34,33.26616 ,126.30089 
제주 풍경 하우스,민박,제주특별자치도 서귀포시 안덕면 덕수서로18번길 7,33.25214 ,126.30458 
Fong Nang House,민박,제주특별자치도 서귀포시 안덕면 덕수서로18번길 9,33.25195 ,126.30500 
느루,민박,제주특별자치도 서귀포시 안덕면 덕수서로35번길 16,33.25476 ,126.30357 
지호네 민박 마을,민박,제주특별자치도 서귀포시 안덕면 덕수서로35번길 18-3,33.25458 ,126.30313 
소소한하루,민박,제주특별자치도 서귀포시 안덕면 덕수회관로 114,33.25444 ,126.30517 
제주도 조용한게스트 하우스 산방산점,민박,제주특별자치도 서귀포시 안덕면 덕수회관로 87번길 34,33.25334 ,126.30486 
덕수하루,민박,제주특별자치도 서귀포시 안덕면 덕수회관로 87번길 35-10,33.25253 ,126.30470 
금서방네이층집,민박,제주특별자치도 서귀포시 안덕면 덕수회관로61번길 1,33.25383 ,126.31028 
이루다 꽁뿌,민박,제주특별자치도 서귀포시 안덕면 덕수회관로74번길 134,33.26494 ,126.30578 
코즈게스트하우스,민박,제주특별자치도 서귀포시 안덕면 동광로 100번길 20,33.30429 ,126.33855 
아를,민박,제주특별자치도 서귀포시 안덕면 동광로 265-100,33.31562 ,126.34011 
아를별밤,민박,제주특별자치도 서귀포시 안덕면 동광로 265-120,33.31563 ,126.34192 
JeJu DuDu House,민박,제주특별자치도 서귀포시 안덕면 동광로 265-98,33.31581 ,126.34018 
하루를 품다,민박,제주특별자치도 서귀포시 안덕면 동광본동로 29,33.30804 ,126.33599 
제주키즈펜션 키즈코지,민박,제주특별자치도 서귀포시 안덕면 동광본동로 34,33.30841 ,126.33602 
햇님달님,민박,제주특별자치도 서귀포시 안덕면 사계남로 100,33.22729 ,126.30072 
썬앤문,민박,제주특별자치도 서귀포시 안덕면 사계남로 102,33.22738 ,126.30090 
더 게스트 하우스,민박,제주특별자치도 서귀포시 안덕면 사계남로 10-6,33.22963 ,126.29269 
자담하우스,민박,제주특별자치도 서귀포시 안덕면 사계남로 111,33.22784 ,126.30201 
드림아이키즈,민박,제주특별자치도 서귀포시 안덕면 사계남로 123,33.22804 ,126.30347 
산도록,민박,제주특별자치도 서귀포시 안덕면 사계남로 133,33.22826 ,126.30421 
해안성 민박,민박,제주특별자치도 서귀포시 안덕면 사계남로 143,33.22847 ,126.30530 
산방산클립게스트하우스,민박,제주특별자치도 서귀포시 안덕면 사계남로 170,33.22829 ,126.30799 
길게스트하우스 산과바다사이,민박,제주특별자치도 서귀포시 안덕면 사계남로 181,33.22962 ,126.30768 
나들목 하우스,민박,제주특별자치도 서귀포시 안덕면 사계남로 189,33.23034 ,126.30809 
이한하우스,민박,제주특별자치도 서귀포시 안덕면 사계남로 195,33.23072 ,126.30831 
JIB,민박,제주특별자치도 서귀포시 안덕면 사계남로 199,33.23101 ,126.30841 
글라라의집,민박,제주특별자치도 서귀포시 안덕면 사계남로 211,33.23210 ,126.30870 
제주파티 게스트하우스 온다,민박,제주특별자치도 서귀포시 안덕면 사계남로 217,33.23258 ,126.30855 
쉬다가게,민박,제주특별자치도 서귀포시 안덕면 사계남로 21번길 27,33.23072 ,126.29565 
연월당 사계언니네,민박,제주특별자치도 서귀포시 안덕면 사계남로 43,33.22768 ,126.29488 
도체비낭 게스트하우스,민박,제주특별자치도 서귀포시 안덕면 사계남로 64-11,33.22610 ,126.29708 
제주아이노스,민박,제주특별자치도 서귀포시 안덕면 사계남로 75-14,33.22786 ,126.29928 
몬떼뷰스테이,민박,제주특별자치도 서귀포시 안덕면 사계남로 75-9,33.22809 ,126.29879 
알랑가 하우스,민박,제주특별자치도 서귀포시 안덕면 사계남로153번길 2,33.22886 ,126.30657 
용해 민박,민박,제주특별자치도 서귀포시 안덕면 사계남로216번길 1,33.23249 ,126.30896 
Lounge house 제주다,민박,제주특별자치도 서귀포시 안덕면 사계남로50번길 60,33.22320 ,126.29275 
산방다원펜션,민박,제주특별자치도 서귀포시 안덕면 사계남로50번길 65,33.22277 ,126.29338 
아올,민박,제주특별자치도 서귀포시 안덕면 사계남로56번길 11-5,33.22578 ,126.29650 
모래 민박,민박,제주특별자치도 서귀포시 안덕면 사계남로84번길 10-1,33.22606 ,126.29902 
호끌락 옥상달빛,민박,제주특별자치도 서귀포시 안덕면 사계남로84번길 4,33.22674 ,126.29901 
시연이네 하우스,민박,제주특별자치도 서귀포시 안덕면 사계남로84번길 4-28,33.22571 ,126.29677 
달콤한소금만들기,민박,제주특별자치도 서귀포시 안덕면 사계로 100,33.23751 ,126.31647 
힐링스파,민박,제주특별자치도 서귀포시 안덕면 사계로 114번길 53-27,33.24406 ,126.30403 
유안재,민박,제주특별자치도 서귀포시 안덕면 사계로 115-42,33.24401 ,126.30072 
미리내,민박,제주특별자치도 서귀포시 안덕면 사계로 115-44,33.24406 ,126.30081 
산방 보누스,민박,제주특별자치도 서귀포시 안덕면 사계로 115-48,33.24417 ,126.30108 
보듬채,민박,제주특별자치도 서귀포시 안덕면 사계로 115-67,33.24534 ,126.29934 
또시호루,민박,제주특별자치도 서귀포시 안덕면 사계로 115-71,33.24534 ,126.29934 
바굼지펜션,민박,제주특별자치도 서귀포시 안덕면 사계로 115-73,33.24529 ,126.29945 
산방산의 아침,민박,제주특별자치도 서귀포시 안덕면 사계로 115-77,33.24542 ,126.29962 
산야별장,민박,제주특별자치도 서귀포시 안덕면 사계로 219,33.24938 ,126.30290 
빌라 꾸보,민박,제주특별자치도 서귀포시 안덕면 사계로 6,33.24626 ,126.32021 
바람불어 좋은날,민박,제주특별자치도 서귀포시 안덕면 사계로 68,33.24174 ,126.31895 
산방산 별이 게스트하우스,민박,제주특별자치도 서귀포시 안덕면 사계로114번길 32,33.24187 ,126.30340 
산방산 머물다,민박,제주특별자치도 서귀포시 안덕면 사계로114번길 53-5,33.24339 ,126.30407 
지오아라,민박,제주특별자치도 서귀포시 안덕면 사계로114번길 54-86,33.23641 ,126.30780 
제주542,민박,제주특별자치도 서귀포시 안덕면 사계로114번길 67,33.24472 ,126.30530 
제주 개구리펜션 가족독채펜션,민박,제주특별자치도 서귀포시 안덕면 사계로114번길 68-7,33.24469 ,126.30653 
제주키즈펜션 개구리펜션,민박,제주특별자치도 서귀포시 안덕면 사계로114번길 68-9,33.24449 ,126.30676 
산방산 모드락 게스트하우스,민박,제주특별자치도 서귀포시 안덕면 사계로114번길 71,33.24490 ,126.30567 
펠리체,민박,제주특별자치도 서귀포시 안덕면 사계북로 117,33.23725 ,126.29981 
힐빙 인 제주,민박,제주특별자치도 서귀포시 안덕면 사계북로 157-21,33.24024 ,126.30389 
방주,민박,제주특별자치도 서귀포시 안덕면 사계북로 157-25,33.24054 ,126.30389 
산방산에뜰,민박,제주특별자치도 서귀포시 안덕면 사계북로 157-31,33.24078 ,126.30432 
산 다미아노,민박,제주특별자치도 서귀포시 안덕면 사계북로 157-9,33.23919 ,126.30339 
이끌림,민박,제주특별자치도 서귀포시 안덕면 사계북로 190,33.23763 ,126.30703 
집(JIP),민박,제주특별자치도 서귀포시 안덕면 사계북로 30,33.23267 ,126.29228 
힐링빌,민박,제주특별자치도 서귀포시 안덕면 사계북로 41번길192,33.24819 ,126.29896 
더 드림 하우스,민박,제주특별자치도 서귀포시 안덕면 사계북로 57-7,33.23542 ,126.29428 
은이와금이,민박,제주특별자치도 서귀포시 안덕면 사계북로 95,33.23613 ,126.29794 
사계쉼팡,민박,제주특별자치도 서귀포시 안덕면 사계북로41번길 140,33.24509 ,126.29712 
하이디 펜션,민박,제주특별자치도 서귀포시 안덕면 사계북로41번길 142,33.24555 ,126.29736 
소담 인 사계,민박,제주특별자치도 서귀포시 안덕면 사계북로41번길 165,33.24748 ,126.29763 
산방산온천게스트하우스,민박,제주특별자치도 서귀포시 안덕면 사계북로41번길 188-15,33.24941 ,126.29957 
올레하우스,민박,제주특별자치도 서귀포시 안덕면 사계북로41번길 192,33.24819 ,126.29896 
공원민박,민박,제주특별자치도 서귀포시 안덕면 사계신항로 17,33.24927 ,126.32205 
산방산 토닥토닥 하우스,민박,제주특별자치도 서귀포시 안덕면 사계신항로 6,33.24974 ,126.32081 
사계 아올,민박,제주특별자치도 서귀포시 안덕면 사계중앙로 13-13,33.22993 ,126.29814 
서툰가족 4번지,민박,제주특별자치도 서귀포시 안덕면 사계중앙로 41-13,33.22840 ,126.29810 
서툰가족,민박,제주특별자치도 서귀포시 안덕면 사계중앙로 41-15,33.22822 ,126.29808 
사계아올,민박,제주특별자치도 서귀포시 안덕면 사계중앙로13-15,33.23014 ,126.29808 
사계2248,민박,제주특별자치도 서귀포시 안덕면 사계중앙로3번길 21,33.23038 ,126.29988 
연연풍진,민박,제주특별자치도 서귀포시 안덕면 사계중앙로44번길 19-2,33.22886 ,126.29510 
사계여행,민박,제주특별자치도 서귀포시 안덕면 산방로 262,33.23497 ,126.30786 
김군게스트하우스,민박,제주특별자치도 서귀포시 안덕면 산방로 269,33.23423 ,126.30754 
퐁낭댁,민박,제주특별자치도 서귀포시 안덕면 산방로 273,33.23400 ,126.30712 
제주아올,민박,제주특별자치도 서귀포시 안덕면 산방로 334,33.23294 ,126.30072 
사계민박게스트하우스,민박,제주특별자치도 서귀포시 안덕면 산방로 358,33.23182 ,126.29855 
사계 페리엔,민박,제주특별자치도 서귀포시 안덕면 산방로 468-22,33.22862 ,126.28774 
다이버하우스,민박,제주특별자치도 서귀포시 안덕면 산방로 75-9,33.24148 ,126.32492 
빌라노이제주,민박,제주특별자치도 서귀포시 안덕면 산방로288번길 48,33.23694 ,126.30397 
가라지하우스,민박,제주특별자치도 서귀포시 안덕면 산방로388번길 2,33.23182 ,126.29571 
제이제이스테이,민박,제주특별자치도 서귀포시 안덕면 서광남로115번길 11,33.28317 ,126.29917 
허브향,민박,제주특별자치도 서귀포시 안덕면 서광동로 25번길 47,33.28847 ,126.32690 
웨스턴라이트(Western Light),민박,제주특별자치도 서귀포시 안덕면 서광동로 6-11,33.28708 ,126.33228 
제주 춘자네 펜션,민박,제주특별자치도 서귀포시 안덕면 서광동로 77,33.29301 ,126.33059 
신화스위트,민박,제주특별자치도 서귀포시 안덕면 서광동로 93-11,33.29556 ,126.32914 
산들,민박,제주특별자치도 서귀포시 안덕면 서광동로 93-9,33.29549 ,126.32896 
제주에우리집,민박,제주특별자치도 서귀포시 안덕면 서광동로25번길 49,33.28869 ,126.32651 
동막골펜션,민박,제주특별자치도 서귀포시 안덕면 서광서문로 55-7,33.28357 ,126.32321 
가월,민박,제주특별자치도 서귀포시 안덕면 서광서문로 59,33.28397 ,126.32318 
두린벨쉼팡,민박,제주특별자치도 서귀포시 안덕면 서광서문로 61,33.28422 ,126.32291 
까사벽락재,민박,제주특별자치도 서귀포시 안덕면 서안골로 16,33.25616 ,126.35149 
올레벗 게스트하우스,민박,제주특별자치도 서귀포시 안덕면 소기왓로 11,33.23584 ,126.36809 
코사무이,민박,제주특별자치도 서귀포시 안덕면 소기왓로 37번길 9,33.23811 ,126.36829 
우무레,민박,제주특별자치도 서귀포시 안덕면 소기왓로 41,33.23858 ,126.36936 
제쥬 엔,민박,제주특별자치도 서귀포시 안덕면 소기왓로 41-14,33.23947 ,126.36924 
수오재,민박,제주특별자치도 서귀포시 안덕면 소기왓로 41-3,33.23857 ,126.36905 
드리네민박,민박,제주특별자치도 서귀포시 안덕면 소기왓로 41-4,33.23868 ,126.36915 
junyhiro(주니히로),민박,제주특별자치도 서귀포시 안덕면 소기왓로 49,33.23915 ,126.36934 
소랑제,민박,제주특별자치도 서귀포시 안덕면 소기왓로 71,33.24104 ,126.36886 
밤별,민박,제주특별자치도 서귀포시 안덕면 소기왓로 71-2,33.24113 ,126.36856 
해바르,민박,제주특별자치도 서귀포시 안덕면 소기왓로 75,33.24140 ,126.36903 
마농,민박,제주특별자치도 서귀포시 안덕면 소기왓로 75-1,33.24140 ,126.36883 
소랑제 돌담,민박,제주특별자치도 서귀포시 안덕면 소기왓로 75-2,33.24143 ,126.36867 
소랑제 바람,민박,제주특별자치도 서귀포시 안덕면 소기왓로 77,33.24159 ,126.36897 
자미,민박,제주특별자치도 서귀포시 안덕면 소기왓로 79,33.24156 ,126.36921 
제주애,민박,제주특별자치도 서귀포시 안덕면 소기왓로 79-1,33.24156 ,126.36921 
소랑제 오름,민박,제주특별자치도 서귀포시 안덕면 소기왓로 81,33.24142 ,126.36887 
수펜션,민박,제주특별자치도 서귀포시 안덕면 소기왓로 81-19,33.24148 ,126.36696 
빌라메르시,민박,제주특별자치도 서귀포시 안덕면 소기왓로 81-22,33.24150 ,126.36642 
수빌리지,민박,제주특별자치도 서귀포시 안덕면 소기왓로 81-25,33.24137 ,126.36719 
소운펜션,민박,제주특별자치도 서귀포시 안덕면 소기왓로 81-25,33.24137 ,126.36719 
제주다와,민박,제주특별자치도 서귀포시 안덕면 소기왓로 81-4,33.24243 ,126.36807 
쥬빌리,민박,제주특별자치도 서귀포시 안덕면 소기왓로 84-4,33.24241 ,126.36930 
제주그루,민박,제주특별자치도 서귀포시 안덕면 소기왓로37번길 3,33.23783 ,126.36877 
중문햇빛펜션,민박,제주특별자치도 서귀포시 안덕면 쇠물도로 14,33.26962 ,126.36994 
에메랄드 하우스,민박,제주특별자치도 서귀포시 안덕면 신화역사로 545-66,33.31560 ,126.34881 
탐라도다,민박,제주특별자치도 서귀포시 안덕면 신화역사로 682번길 17,33.31220 ,126.35935 
랄랄라,민박,제주특별자치도 서귀포시 안덕면 신화역사로 695,33.31363 ,126.36040 
POETA,민박,제주특별자치도 서귀포시 안덕면 신화역사로 713,33.31352 ,126.36243 
더고팡,민박,제주특별자치도 서귀포시 안덕면 신화역사로 863,33.31075 ,126.37790 
수줍은 언니네,민박,제주특별자치도 서귀포시 안덕면 신화역사로682번길 42,33.31009 ,126.35857 
아린 하우스,민박,제주특별자치도 서귀포시 안덕면 신화역사로685번길 14-7,33.31504 ,126.36130 
헤이미쉬(heimish),민박,제주특별자치도 서귀포시 안덕면 신화역사로685번길 14-9,33.31444 ,126.36076 
감산오름풍경,민박,제주특별자치도 서귀포시 안덕면 일주서로 1438,33.26071 ,126.36137 
제주더와이,민박,제주특별자치도 서귀포시 안덕면 일주서로 1499,33.25947 ,126.35542 
더 온,민박,제주특별자치도 서귀포시 안덕면 일주서로 1613-54,33.25143 ,126.34343 
제주 사진집,민박,제주특별자치도 서귀포시 안덕면 일주서로 1613-83,33.24996 ,126.34120 
이디살래,민박,제주특별자치도 서귀포시 안덕면 일주서로 2027,33.24958 ,126.30145 
콘티 일몬도,민박,제주특별자치도 서귀포시 안덕면 일주서로 2048번길 155-15,33.26290 ,126.29866 
하리네,민박,제주특별자치도 서귀포시 안덕면 일주서로 2048번길 156-21,33.26270 ,126.30104 
베베앙팡,민박,제주특별자치도 서귀포시 안덕면 일주서로 2048번길 156-27,33.26234 ,126.30152 
산방산의 품,민박,제주특별자치도 서귀포시 안덕면 일주서로 2048번길 53-11,33.25429 ,126.30072 
놀디,민박,제주특별자치도 서귀포시 안덕면 일주서로 2094,33.25082 ,126.29430 
웨스티하우스,민박,제주특별자치도 서귀포시 안덕면 일주서로1488번길 11,33.26108 ,126.35653 
무문스테이,민박,제주특별자치도 서귀포시 안덕면 일주서로2048번길 200-2,33.26630 ,126.30066 
빌레인,민박,제주특별자치도 서귀포시 안덕면 일주서로2048번길 9,33.25123 ,126.29917 
제주머무리 삼양힐링팜,민박,제주특별자치도 서귀포시 안덕면 평화로 437-10,33.27698 ,126.31350 
장미민박,민박,제주특별자치도 서귀포시 안덕면 평화로 768-15,33.30006 ,126.33668 
정모네,민박,제주특별자치도 서귀포시 안덕면 평화로319번길 123,33.27876 ,126.31372 
트리하우스,민박,제주특별자치도 서귀포시 안덕면 평화로319번길 199-51,33.28429 ,126.31383 
중문올레,민박,제주특별자치도 서귀포시 안덕면 한밭로 61,33.24711 ,126.35425 
금호펜션,민박,제주특별자치도 서귀포시 안덕면 한밭로 63,33.24715 ,126.35403 
쉴띠민박,민박,제주특별자치도 서귀포시 안덕면 한창로 104,33.27283 ,126.36542 
2JJ(2제이제이),민박,제주특별자치도 서귀포시 안덕면 한창로 63번길 26-6,33.26762 ,126.36654 
창천 민박,민박,제주특별자치도 서귀포시 안덕면 한창로34번길 4,33.26796 ,126.37055 
더 조은 하우스,민박,제주특별자치도 서귀포시 안덕면 향교로 184,33.23556 ,126.28901 
엄블랑,민박,제주특별자치도 서귀포시 안덕면 형제해안로 132번길 15-24,33.22106 ,126.29213 
훼밀리 민박,민박,제주특별자치도 서귀포시 안덕면 형제해안로 24,33.22790 ,126.30411 
자홍원,민박,제주특별자치도 서귀포시 안덕면 화순로 125,33.24605 ,126.33297 
오은재,민박,제주특별자치도 서귀포시 안덕면 화순로 191-11,33.24675 ,126.32624 
키즈펜션 M,민박,제주특별자치도 서귀포시 안덕면 화순로 191-25,33.24655 ,126.32591 
윤민박,민박,제주특별자치도 서귀포시 안덕면 화순로 48-14,33.25047 ,126.34000 
플레이스,민박,제주특별자치도 서귀포시 안덕면 화순문화로 17-28,33.25263 ,126.32605 
이공일삼,민박,제주특별자치도 서귀포시 안덕면 화순문화로22번길 17,33.25487 ,126.32724 
하스빌리지,민박,제주특별자치도 서귀포시 안덕면 화순서동로 14,33.25251 ,126.33511 
제주몽펜션,민박,제주특별자치도 서귀포시 안덕면 화순서동로 381,33.28428 ,126.33109 
상수동의 밤,민박,제주특별자치도 서귀포시 안덕면 화순서동로56번길 19-9,33.25824 ,126.33599 
정오 어멍네 집,민박,제주특별자치도 서귀포시 안덕면 화순서서로 272,33.27214 ,126.31903 
한스민박,민박,제주특별자치도 서귀포시 안덕면 화순서서로 304,33.27374 ,126.31583 
제이민박1,민박,제주특별자치도 서귀포시 안덕면 화순서서로 64번길20,33.25526 ,126.33117 
곤물 쉼팡,민박,제주특별자치도 서귀포시 안덕면 화순서서로64번길 32,33.25471 ,126.33211 
걸리버여행,민박,제주특별자치도 서귀포시 안덕면 화순서서로64번길 69,33.25200 ,126.33372 
제이민박2,민박,제주특별자치도 서귀포시 안덕면 화순서서로64번길22,33.25518 ,126.33139 
민영이네 민박,민박,제주특별자치도 서귀포시 안덕면 화순임중로 15-11,33.24352 ,126.33757 
다올,민박,제주특별자치도 서귀포시 안덕면 화순임중로 53,33.24424 ,126.33317 
박돌,민박,제주특별자치도 서귀포시 안덕면 화순재남로 30-13,33.24828 ,126.33429 
M하우스,민박,제주특별자치도 서귀포시 안덕면 화순재남로7번길 26-10,33.24914 ,126.33249 
게스트하우스멀구슬민박,민박,제주특별자치도 서귀포시 안덕면 화순중앙로 115,33.24205 ,126.33592 
금모래민박,민박,제주특별자치도 서귀포시 안덕면 화순중앙로 127,33.24103 ,126.33528 
개스트하우스 말2,민박,제주특별자치도 서귀포시 안덕면 화순중앙로 93,33.24386 ,126.33645 
현대 민박,민박,제주특별자치도 서귀포시 안덕면 화순중앙로120,33.24162 ,126.33535 
가을에,민박,제주특별자치도 서귀포시 안덕면 화순중앙로123번길 7,33.24120 ,126.33615 
화순탁이네,민박,제주특별자치도 서귀포시 안덕면 화순중앙로124번길 16,33.24209 ,126.33394 
코지금모래펜션,민박,제주특별자치도 서귀포시 안덕면 화순중앙로124번길 18,33.24217 ,126.33366 
두그루,민박,제주특별자치도 서귀포시 안덕면 화순중앙로124번길 30,33.24157 ,126.33236 
소라 민박,민박,제주특별자치도 서귀포시 안덕면 화순해안로 125,33.24021 ,126.33780 
노랑집,민박,제주특별자치도 서귀포시 안덕면 화순해안로 130번길 24,33.23876 ,126.33860 
광성,민박,제주특별자치도 서귀포시 안덕면 화순해안로 164-6,33.24297 ,126.33950 
아다지오,민박,제주특별자치도 서귀포시 안덕면 화순해안로 40,33.24270 ,126.33191 
라이앤미,민박,제주특별자치도 서귀포시 열리로 103-4,33.24656 ,126.38738 
프라임빌라,민박,제주특별자치도 서귀포시 염돈로 22,33.25201 ,126.49419 
샘모루,민박,제주특별자치도 서귀포시 염돈로 28번길 11,33.25314 ,126.49489 
메모리,민박,제주특별자치도 서귀포시 염돈로 95,33.25723 ,126.49192 
