업소명,업종명,소재지도로명주소,위도,경도
제주민박,민박,제주특별자치도 서귀포시 대정읍 도원중로 129-32,33.27922 ,126.17788 
방학동펜션,민박,제주특별자치도 서귀포시 대정읍 도원중로 129-34,33.27913 ,126.17815 
아름다운 가,민박,제주특별자치도 서귀포시 대정읍 도원중로 148,33.27823 ,126.17530 
토다진대정댁,민박,제주특별자치도 서귀포시 대정읍 동일하모로 102-9,33.22775 ,126.24314 
오렌지 게스트하우스,민박,제주특별자치도 서귀포시 대정읍 동일하모로98번길 56,33.22632 ,126.24521 
마라도 민박,민박,제주특별자치도 서귀포시 대정읍 마라로 101번길 46,33.11854 ,126.26735 
팔도민박,민박,제주특별자치도 서귀포시 대정읍 마라로 109,33.11452 ,126.26675 
환상의민박,민박,제주특별자치도 서귀포시 대정읍 마라로 45,33.11956 ,126.26720 
소라민박,민박,제주특별자치도 서귀포시 대정읍 마라로 48,33.11950 ,126.26690 
마라도휴게실,민박,제주특별자치도 서귀포시 대정읍 마라로 69,33.11768 ,126.26606 
마라도게스트하우스,민박,제주특별자치도 서귀포시 대정읍 마라로 73,33.11746 ,126.26593 
마라민박,민박,제주특별자치도 서귀포시 대정읍 마라로 79,33.11685 ,126.26579 
이모네민박,민박,제주특별자치도 서귀포시 대정읍 마라로 83,33.11664 ,126.26596 
마라도별장민박,민박,제주특별자치도 서귀포시 대정읍 마라로101번길 43,33.11828 ,126.26671 
최남단마라도민박,민박,제주특별자치도 서귀포시 대정읍 마라로101번길 46,33.11854 ,126.26735 
개밥바라기별,민박,제주특별자치도 서귀포시 대정읍 무릉사장로 134,33.25878 ,126.19273 
시월애펜션,민박,제주특별자치도 서귀포시 대정읍 무릉사장로 154,33.25744 ,126.19099 
로브제8,민박,제주특별자치도 서귀포시 대정읍 무릉사장로 8,33.26773 ,126.19787 
탐라는일상,민박,제주특별자치도 서귀포시 대정읍 무릉인향로14번길 16,33.27756 ,126.24631 
두스몽,민박,제주특별자치도 서귀포시 대정읍 무릉전지로 74,33.26916 ,126.19628 
바람곶,민박,제주특별자치도 서귀포시 대정읍 무릉전지로35번길 26-35,33.26935 ,126.19759 
제주놀3320,민박,제주특별자치도 서귀포시 대정읍 무릉전지로35번길 26-7,33.27152 ,126.19703 
소흔,민박,제주특별자치도 서귀포시 대정읍 무릉중앙로 182-13,33.25948 ,126.18876 
돌체,민박,제주특별자치도 서귀포시 대정읍 무릉중앙로 89,33.26612 ,126.19528 
제주온다온,민박,제주특별자치도 서귀포시 대정읍 무릉중앙로11번길 11-1,33.27076 ,126.20220 
미미하우스,민박,제주특별자치도 서귀포시 대정읍 무릉중앙로21번길 158-28,33.25816 ,126.19536 
저스트슬립,민박,제주특별자치도 서귀포시 대정읍 무릉중앙로21번길 158-28,33.25816 ,126.19536 
소이하우스,민박,제주특별자치도 서귀포시 대정읍 무릉중앙로21번길 187,33.25623 ,126.21156 
게으른 날,민박,제주특별자치도 서귀포시 대정읍 무릉중앙로21번길 30,33.25801 ,126.19551 
오르재펜션,민박,제주특별자치도 서귀포시 대정읍 보성구억로 79-6,33.25844 ,126.27462 
아일랜드게스트하우스,민박,제주특별자치도 서귀포시 대정읍 보성하로 12-5,33.24910 ,126.27399 
겸손한 민박,민박,제주특별자치도 서귀포시 대정읍 보성하로 29-8,33.24746 ,126.27501 
모슬포게스트하우스,민박,제주특별자치도 서귀포시 대정읍 상모대서로 21-1,33.22525 ,126.25657 
바람이불어오는곳,민박,제주특별자치도 서귀포시 대정읍 상모대서로20번길 31-15,33.22598 ,126.25990 
활엽수,민박,제주특별자치도 서귀포시 대정읍 상모대서로20번길 44,33.22548 ,126.26122 
봄이 주택,민박,제주특별자치도 서귀포시 대정읍 상모로 200-6,33.22588 ,126.26725 
루시드봉봉,민박,제주특별자치도 서귀포시 대정읍 상모로 200-8,33.22603 ,126.26737 
골드빌라스,민박,제주특별자치도 서귀포시 대정읍 상모로191번길 20,33.22391 ,126.26858 
소담,민박,제주특별자치도 서귀포시 대정읍 상모로208번길 7,33.22585 ,126.26665 
흔남흔녀,민박,제주특별자치도 서귀포시 대정읍 상모로290번길 12-3,33.22384 ,126.25718 
BOREUMSTORY,민박,제주특별자치도 서귀포시 대정읍 상모와우로 64-10,33.22278 ,126.27452 
보름,민박,제주특별자치도 서귀포시 대정읍 상모와우로 64-8,33.22296 ,126.27451 
민규네,민박,제주특별자치도 서귀포시 대정읍 상모이교로 6-3,33.22707 ,126.26575 
일과서림,민박,제주특별자치도 서귀포시 대정읍 서림로 20-5,33.24693 ,126.22486 
감성별당,민박,제주특별자치도 서귀포시 대정읍 서림중앙로 31,33.24569 ,126.22675 
알뜨르게스트하우스,민박,제주특별자치도 서귀포시 대정읍 송악관광로 203,33.21804 ,126.27162 
올레친구,민박,제주특별자치도 서귀포시 대정읍 송악관광로 405,33.20881 ,126.28975 
지수네민박,민박,제주특별자치도 서귀포시 대정읍 송악관광로 407,33.20872 ,126.28991 
맘스캠프,민박,제주특별자치도 서귀포시 대정읍 송악관광로143번길 98-1,33.22180 ,126.27724 
우리민박,민박,제주특별자치도 서귀포시 대정읍 송악관광로177번길 232,33.21516 ,126.29189 
펄 팜,민박,제주특별자치도 서귀포시 대정읍 송악관광로177번길 254-10,33.21278 ,126.29207 
바다의 향기,민박,제주특별자치도 서귀포시 대정읍 송악관광로177번길 254-6,33.21305 ,126.29227 
더자유,민박,제주특별자치도 서귀포시 대정읍 송악관광로411번길 59,33.21385 ,126.29165 
자운게스트하우스,민박,제주특별자치도 서귀포시 대정읍 신영로 128-1,33.22333 ,126.25533 
다락민박,민박,제주특별자치도 서귀포시 대정읍 신영로 68-6,33.22049 ,126.24995 
제주게스트하우스봄꽃,민박,제주특별자치도 서귀포시 대정읍 신영로 71-3,33.22097 ,126.25058 
담쟁이,민박,제주특별자치도 서귀포시 대정읍 신영로 80-1,33.22037 ,126.25142 
마르가리따인제주,민박,제주특별자치도 서귀포시 대정읍 신영로36번길 12-4,33.22219 ,126.24694 
아빈스,민박,제주특별자치도 서귀포시 대정읍 신영로37번길 23,33.22315 ,126.24990 
나비집,민박,제주특별자치도 서귀포시 대정읍 에듀시티로50번길 32,33.29250 ,126.28215 
파파스토리,민박,제주특별자치도 서귀포시 대정읍 영락사독로 13,33.26155 ,126.20894 
어쩌다영락,민박,제주특별자치도 서귀포시 대정읍 영락중동로 4-5,33.25746 ,126.21087 
로즈마리게스트하우스,민박,제주특별자치도 서귀포시 대정읍 영락하동로 98,33.25383 ,126.20315 
곱닥헌바당,민박,제주특별자치도 서귀포시 대정읍 영락하동로47번길 85,33.24652 ,126.20571 
제주벨루가,민박,제주특별자치도 서귀포시 대정읍 영락하동로85번길 41-1,33.25205 ,126.20036 
구름안,민박,제주특별자치도 서귀포시 대정읍 일과대수로 14,33.24002 ,126.23238 
북마크하우스,민박,제주특별자치도 서귀포시 대정읍 일과대수로11번길 16-8,33.23874 ,126.23159 
이레하우스,민박,제주특별자치도 서귀포시 대정읍 일과대수로11번길 24,33.23773 ,126.23232 
제주공감게스트하우스,민박,제주특별자치도 서귀포시 대정읍 일과대수로27번길 35,33.23810 ,126.22928 
하랑게스트하우스,민박,제주특별자치도 서귀포시 대정읍 일과로13번길 1,33.23280 ,126.24370 
연하우스,민박,제주특별자치도 서귀포시 대정읍 일주서로 2817,33.23884 ,126.23376 
호시탐탐,민박,제주특별자치도 서귀포시 대정읍 일주서로 2951-7,33.24524 ,126.22282 
제주머물다,민박,제주특별자치도 서귀포시 대정읍 일주서로 3301-46,33.26367 ,126.19602 
조이하우스,민박,제주특별자치도 서귀포시 대정읍 일주서로2100번길 49,33.25396 ,126.29339 
더 빌리지,민박,제주특별자치도 서귀포시 대정읍 일주서로2842번길 42-13,33.24363 ,126.23446 
혼울타리,민박,제주특별자치도 서귀포시 대정읍 중산간서로 2847,33.27445 ,126.23738 
제주마파도,민박,제주특별자치도 서귀포시 대정읍 최남단해안로 119,33.21146 ,126.25661 
몽 게스트하우스,민박,제주특별자치도 서귀포시 대정읍 최남단해안로 41-13,33.21660 ,126.25299 
대낭굴,민박,제주특별자치도 서귀포시 대정읍 최남단해안로 433,33.20097 ,126.27787 
부다페스트 인,민박,제주특별자치도 서귀포시 대정읍 최남단해안로 461-28,33.20227 ,126.28106 
제주잠게스트하우스,민박,제주특별자치도 서귀포시 대정읍 최남단해안로127번길3-3,33.21169 ,126.25769 
꿀잠자리,민박,제주특별자치도 서귀포시 대정읍 최남단해안로30번길 14,33.21811 ,126.25092 
바람소리,민박,제주특별자치도 서귀포시 대정읍 추사로 205,33.25906 ,126.26572 
어린왕자게스트하우스,민박,제주특별자치도 서귀포시 대정읍 추사로36번길 45-6,33.25350 ,126.28154 
제주수월이,민박,제주특별자치도 서귀포시 대정읍 추사로38번길 96,33.25868 ,126.27900 
늘푸른게스트하우스,민박,제주특별자치도 서귀포시 대정읍 하모백사로 29,33.21420 ,126.25855 
대정게스트하우스,민박,제주특별자치도 서귀포시 대정읍 하모백사로 29,33.21420 ,126.25855 
멜케 로그빌,민박,제주특별자치도 서귀포시 대정읍 하모백사로14번길 1,33.21248 ,126.25990 
레몬트리2게스트하우스,민박,제주특별자치도 서귀포시 대정읍 하모상가로 35-5,33.22178 ,126.25275 
동성민박,민박,제주특별자치도 서귀포시 대정읍 하모항구로 56,33.21841 ,126.25087 
바닷가하우스,민박,제주특별자치도 서귀포시 대정읍 형제해안로 254,33.21222 ,126.29216 
강남하우스,민박,제주특별자치도 서귀포시 대정읍 형제해안로 316,33.20719 ,126.29035 
D1250,민박,제주특별자치도 서귀포시 대포동서로70번길 58-18,33.24409 ,126.44311 
후하우스풀빌라,민박,제주특별자치도 서귀포시 대포동서로72번길 20,33.24352 ,126.43522 
써니데이제주,민박,제주특별자치도 서귀포시 대포로 131,33.23964 ,126.43571 
샬레,민박,제주특별자치도 서귀포시 대포로 132,33.23917 ,126.43504 
캐슬비치,민박,제주특별자치도 서귀포시 대포로 155,33.23921 ,126.43759 
큰갯물바다,민박,제주특별자치도 서귀포시 대포로 159,33.23949 ,126.43795 
W ocean,민박,제주특별자치도 서귀포시 대포로 32-4,33.24704 ,126.43160 
에리두,민박,제주특별자치도 서귀포시 대포복개로 37,33.24175 ,126.43462 
채움키즈풀빌라,민박,제주특별자치도 서귀포시 대포중앙로 40,33.24352 ,126.43522 
채움키즈풀빌라,민박,제주특별자치도 서귀포시 대포중앙로 42,33.24746 ,126.43242 
채움키즈풀빌라,민박,제주특별자치도 서귀포시 대포중앙로 44,33.24726 ,126.43241 
파랑새독채민박,민박,제주특별자치도 서귀포시 도순남로 137,33.24303 ,126.47585 
도순민박,민박,제주특별자치도 서귀포시 도순남로 29번길 5,33.25088 ,126.47461 
아이노리터,민박,제주특별자치도 서귀포시 도순남로 44-70,33.24776 ,126.46890 
돈내코원앙펜션,민박,제주특별자치도 서귀포시 돈내코로67번길 30,33.29714 ,126.58810 
돈내코펜션,민박,제주특별자치도 서귀포시 돈내코로67번길 30,33.29714 ,126.58810 
블루포니 게스트하우스,민박,제주특별자치도 서귀포시 동상효로68번길 79,33.27355 ,126.61234 
동호민박,민박,제주특별자치도 서귀포시 동홍로 239번길 43-14,33.27035 ,126.56583 
뉴 동호펜션,민박,제주특별자치도 서귀포시 동홍로 239번길 43-14,33.27035 ,126.56583 
제주하우스,민박,제주특별자치도 서귀포시 동홍로 239번길 9,33.27017 ,126.56834 
쿨쿨하우스,민박,제주특별자치도 서귀포시 동홍로 262번길 62,33.26960 ,126.57267 
호야펜션,민박,제주특별자치도 서귀포시 동홍로 332,33.27700 ,126.56683 
라꼼마,민박,제주특별자치도 서귀포시 동홍로 381,33.28088 ,126.56364 
모드니에,민박,제주특별자치도 서귀포시 동홍로239번길 34-11,33.27140 ,126.56588 
둥이펜션,민박,제주특별자치도 서귀포시 동홍로239번길 43-16,33.27020 ,126.56568 
호도하우스,민박,제주특별자치도 서귀포시 막숙포로 134,33.23196 ,126.50893 
유러하우스민박,민박,제주특별자치도 서귀포시 막숙포로 136,33.23181 ,126.50878 
소담,민박,제주특별자치도 서귀포시 막숙포로 146,33.23142 ,126.50806 
모던,민박,제주특별자치도 서귀포시 막숙포로 146,33.23142 ,126.50806 
가온누리 게스트하우스,민박,제주특별자치도 서귀포시 막숙포로 15,33.23974 ,126.51643 
막숙포로 가는길,민박,제주특별자치도 서귀포시 막숙포로 32,33.23853 ,126.51556 
바당올레,민박,제주특별자치도 서귀포시 막숙포로 39,33.23777 ,126.51565 
포구민박,민박,제주특별자치도 서귀포시 막숙포로 44,33.23732 ,126.51527 
제주토브펜션,민박,제주특별자치도 서귀포시 막숙포로 78,33.23492 ,126.51373 
솔라시도,민박,제주특별자치도 서귀포시 막숙포로 83,33.23435 ,126.51342 
홍반장,민박,제주특별자치도 서귀포시 막숙포로40번길 6,33.23793 ,126.51491 
바당동네민박,민박,제주특별자치도 서귀포시 막숙포로40번길 8-4,33.23839 ,126.51459 
강정씨빌리지,민박,제주특별자치도 서귀포시 말질로 218-7,33.23239 ,126.47860 
JEJU 246,민박,제주특별자치도 서귀포시 말질로 246,33.23023 ,126.47828 
숨비소리,민박,제주특별자치도 서귀포시 말질로 270,33.22902 ,126.47589 
꿈in게스트하우스,민박,제주특별자치도 서귀포시 말질로170번길 4-1,33.23651 ,126.47943 
제주이안,민박,제주특별자치도 서귀포시 문필로 10,33.23750 ,126.59737 
코코블루,민박,제주특별자치도 서귀포시 문필로 26,33.23912 ,126.59733 
로사네집,민박,제주특별자치도 서귀포시 배낭골로 31,33.29291 ,126.59174 
에디토리얼 제주,민박,제주특별자치도 서귀포시 배낭골로21번길 33,33.29146 ,126.58976 
해밀,민박,제주특별자치도 서귀포시 법화로 54,33.25850 ,126.45788 
제주토끼,민박,제주특별자치도 서귀포시 법화로 70-2,33.25911 ,126.45890 
리빙스톤,민박,제주특별자치도 서귀포시 법환로 58번길 37,33.24186 ,126.51030 
고갠드르법환,민박,제주특별자치도 서귀포시 법환로 66번길 17,33.23976 ,126.51159 
앙크레,민박,제주특별자치도 서귀포시 법환로58번길 39,33.24205 ,126.50990 
HAIIRO - the grayHouse,민박,제주특별자치도 서귀포시 법환로66번길 25,33.23968 ,126.51239 
아이비테라스,민박,제주특별자치도 서귀포시 법환상로 65,33.24061 ,126.51003 
공물민박,민박,제주특별자치도 서귀포시 법환상로 7,33.24080 ,126.51560 
그림같은 집,민박,제주특별자치도 서귀포시 법환상로22번길 71,33.24676 ,126.51741 
루이 925,민박,제주특별자치도 서귀포시 법환상로22번길 72-8,33.24595 ,126.51817 
제주인하우스펜션,민박,제주특별자치도 서귀포시 법환상로2번길 57,33.24411 ,126.51477 
베이스캠프,민박,제주특별자치도 서귀포시 법환상로2번길 87,33.24661 ,126.51316 
제주꿈꾸는고래,민박,제주특별자치도 서귀포시 법환하로 35-1,33.23551 ,126.51275 
가름,민박,제주특별자치도 서귀포시 법환하로9번길 10,33.23658 ,126.51232 
두나민박,민박,제주특별자치도 서귀포시 보목로 47-3,33.23957 ,126.60018 
오소록헌디,민박,제주특별자치도 서귀포시 보목로 53,33.23906 ,126.60052 
바닷가에서,민박,제주특별자치도 서귀포시 보목로 70번길 38,33.24034 ,126.60394 
맑음,민박,제주특별자치도 서귀포시 보목로 70번길 4,33.23878 ,126.60235 
밀레니엄빌,민박,제주특별자치도 서귀포시 보목로64번길 196,33.24521 ,126.58999 
제주 아우룸,민박,제주특별자치도 서귀포시 보목로64번길 22,33.23753 ,126.60126 
서귀포 아우룸,민박,제주특별자치도 서귀포시 보목로64번길 24,33.23744 ,126.60092 
섶섬 아우룸,민박,제주특별자치도 서귀포시 보목로64번길 24,33.23744 ,126.60092 
게우지코지,민박,제주특별자치도 서귀포시 보목포로 177,33.24407 ,126.61810 
코비치 파밀리아,민박,제주특별자치도 서귀포시 보목포로 241,33.24901 ,126.61907 
하효 243,민박,제주특별자치도 서귀포시 보목포로 243,33.24919 ,126.61900 
다이브랜드,민박,제주특별자치도 서귀포시 보목포로 29,33.24083 ,126.60601 
통나무집 포구가는길,민박,제주특별자치도 서귀포시 보목포로 29-6,33.24015 ,126.60639 
제주캠핑 민박,민박,제주특별자치도 서귀포시 보목포로 65번길 6,33.24043 ,126.60831 
볼몽지엥,민박,제주특별자치도 서귀포시 보목포로1번길 10,33.24199 ,126.60592 
비치다,민박,제주특별자치도 서귀포시 보목포로1번길 12,33.24207 ,126.60618 
볼몽길하우스,민박,제주특별자치도 서귀포시 보목포로215번길 81,33.24278 ,126.61263 
밀크인제주,민박,제주특별자치도 서귀포시 분토왓로 174번길 50,33.28055 ,126.55212 
늘해랑가족펜션,민박,제주특별자치도 서귀포시 분토왓로174번길 34-1,33.27904 ,126.55378 
알앤비타운,민박,제주특별자치도 서귀포시 분토왓로174번길 45,33.27977 ,126.55180 
중문예촌,민박,제주특별자치도 서귀포시 상예로 249-9,33.26803 ,126.39400 
터무니하우스,민박,제주특별자치도 서귀포시 상예로 51-6,33.25153 ,126.39028 
예래작은숲,민박,제주특별자치도 서귀포시 상예로56번길 19,33.24998 ,126.39250 
유래동산,민박,제주특별자치도 서귀포시 새왓로 23,33.25599 ,126.51997 
과수원,민박,제주특별자치도 서귀포시 색달로 22,33.26004 ,126.40632 
돌하르방민박,민박,제주특별자치도 서귀포시 색달로 6,33.25899 ,126.40499 
블루스카이,민박,제주특별자치도 서귀포시 색달로 60,33.26069 ,126.41018 
수수민박,민박,제주특별자치도 서귀포시 색달로 81번길61,33.26162 ,126.40569 
담다,민박,제주특별자치도 서귀포시 색달로 93-1,34.55061 ,126.58914 
볼리아,민박,제주특별자치도 서귀포시 색달로 94,33.26177 ,126.41332 
중문에코,민박,제주특별자치도 서귀포시 색달로61번길 5,33.26134 ,126.40965 
제주향,민박,제주특별자치도 서귀포시 색달로61번길 57,33.26283 ,126.41401 
앙끄리에,민박,제주특별자치도 서귀포시 색달로61번길 59-8,33.26319 ,126.41407 
자유도시,민박,제주특별자치도 서귀포시 색달로64번길 71,33.26154 ,126.41436 
제주디오빌,민박,제주특별자치도 서귀포시 색달로72번길 20,33.25926 ,126.41039 
스테이게스트하우스,민박,제주특별자치도 서귀포시 색달로72번길 22,33.25915 ,126.41058 
귤향기,민박,제주특별자치도 서귀포시 색달로72번길 43,33.25726 ,126.41122 
시온성하우스,민박,제주특별자치도 서귀포시 색달중앙로 119,33.26560 ,126.41384 
제주스테이 비움,민박,제주특별자치도 서귀포시 색달중앙로 121번길 45,33.26566 ,126.40930 
아침의 향기,민박,제주특별자치도 서귀포시 색달중앙로 122,33.26558 ,126.41453 
감귤나무쉼터,민박,제주특별자치도 서귀포시 색달중앙로 123,33.26590 ,126.41378 
후 스토리,민박,제주특별자치도 서귀포시 색달중앙로 15-1,33.25707 ,126.41309 
청춘 게스트하우스,민박,제주특별자치도 서귀포시 색달중앙로 22,33.25739 ,126.41393 
해누리,민박,제주특별자치도 서귀포시 색달중앙로 37,33.25888 ,126.41311 
해솔,민박,제주특별자치도 서귀포시 색달중앙로 37,33.25888 ,126.41311 
한누리,민박,제주특별자치도 서귀포시 색달중앙로 37,33.25888 ,126.41311 
유리성콘도텔,민박,제주특별자치도 서귀포시 색달중앙로 79,33.26229 ,126.41227 
스위트드림빌,민박,제주특별자치도 서귀포시 색달중앙로 80,33.26240 ,126.41275 
제주스테이비우다,민박,제주특별자치도 서귀포시 색달중앙로121번길 45,33.26566 ,126.40930 
세도나중문 풀빌라,민박,제주특별자치도 서귀포시 색달중앙로121번길 77,33.28141 ,126.41111 
벨라 비스타,민박,제주특별자치도 서귀포시 색달중앙로252번길 48,33.28090 ,126.41612 
바당언덕,민박,제주특별자치도 서귀포시 서리오름로 191-12,33.25815 ,126.60427 
낭만느림보하우스,민박,제주특별자치도 서귀포시 서리오름로 191-14,33.25832 ,126.60414 
옵데강,민박,제주특별자치도 서귀포시 서리오름로 242,33.26080 ,126.60864 
달빛 별채,민박,제주특별자치도 서귀포시 서호로 47,33.25834 ,126.52235 
서호달빛,민박,제주특별자치도 서귀포시 서호로 47,33.25834 ,126.52235 
달팽이,민박,제주특별자치도 서귀포시 서호로 47-4,33.25807 ,126.52210 
미호장,민박,제주특별자치도 서귀포시 서호로 54-2,33.25882 ,126.52325 
제주여관,민박,제주특별자치도 서귀포시 서호로 70,33.25996 ,126.52291 
선인장,민박,제주특별자치도 서귀포시 서호로60-1,33.25910 ,126.52335 
제주배또롱,민박,제주특별자치도 서귀포시 서호상로 20-3,33.25933 ,126.52101 
이고새,민박,제주특별자치도 서귀포시 서호중로 88,33.25408 ,126.52245 
제담민박,민박,제주특별자치도 서귀포시 서호호근로 154,33.26096 ,126.52478 
담 하우스,민박,제주특별자치도 서귀포시 서호호근로 74,33.25368 ,126.52454 
맨도롱또또,민박,제주특별자치도 서귀포시 서호호근로46번길 30,33.25023 ,126.52703 
스테이비갠오후,민박,제주특별자치도 서귀포시 서호호근로96번길 14-1,33.25524 ,126.52564 
홍로마루,민박,제주특별자치도 서귀포시 서홍로 193-1,33.26504 ,126.55058 
홍리민박,민박,제주특별자치도 서귀포시 서홍로 199-1,33.26557 ,126.55044 
로맨틱웰코,민박,제주특별자치도 서귀포시 서홍로 208-10,33.26619 ,126.55169 
구름위에 산장,민박,제주특별자치도 서귀포시 서홍로 246-22,33.27109 ,126.54820 
제주풍경스케치,민박,제주특별자치도 서귀포시 서홍로 273,33.27062 ,126.54586 
자연속으로,민박,제주특별자치도 서귀포시 서홍로358번길 27-18,33.28053 ,126.54487 
강정뜰,민박,제주특별자치도 서귀포시 선반로 65번길 18,33.23967 ,126.49806 
강정2442 꽃피우다,민박,제주특별자치도 서귀포시 선반로65번길 66,33.23700 ,126.49554 
성산에 오거들랑,민박,제주특별자치도 서귀포시 성산읍 고성동서로 13-7,33.45034 ,126.90835 
어락게스트하우스,민박,제주특별자치도 서귀포시 성산읍 고성오조로 122,33.45457 ,126.91356 
화전민촌,민박,제주특별자치도 서귀포시 성산읍 고성오조로 15,33.44544 ,126.91347 
람하우스,민박,제주특별자치도 서귀포시 성산읍 고성오조로 84번길 10,33.45105 ,126.91538 
베프랑,민박,제주특별자치도 서귀포시 성산읍 고성중앙로 28-7,33.44694 ,126.90728 
에바다 라이더 하우스,민박,제주특별자치도 서귀포시 성산읍 고성중앙로 7-8,33.44695 ,126.90439 
성산알베로민박,민박,제주특별자치도 서귀포시 성산읍 금백조로 156,33.43853 ,126.85650 
탐라누리,민박,제주특별자치도 서귀포시 성산읍 금백조로 68,33.43983 ,126.86581 
아일랜드,민박,제주특별자치도 서귀포시 성산읍 금백조로131번길 176,33.43118 ,126.84435 
그림그리는,민박,제주특별자치도 서귀포시 성산읍 금백조로131번길 181,33.43122 ,126.84392 
comfy house,민박,제주특별자치도 서귀포시 성산읍 난고로 171,33.42531 ,126.89659 
성산포시즌펜션,민박,제주특별자치도 서귀포시 성산읍 난고로 185,33.42390 ,126.89640 
별비치하우스,민박,제주특별자치도 서귀포시 성산읍 난고로 324-12,33.41606 ,126.88541 
세오니네집,민박,제주특별자치도 서귀포시 성산읍 난고로 34번길 145,33.44569 ,126.90777 
세오니네,민박,제주특별자치도 서귀포시 성산읍 난고로 34번길 145,33.44569 ,126.90777 
굿하우스,민박,제주특별자치도 서귀포시 성산읍 난고로 42번길 134-6,33.44561 ,126.90717 
아이올래,민박,제주특별자치도 서귀포시 성산읍 난고로 457,33.40764 ,126.87527 
골든빌리지펜션,민박,제주특별자치도 서귀포시 성산읍 난고로 464-2,33.40826 ,126.87472 
성산골든펜션,민박,제주특별자치도 서귀포시 성산읍 난고로 464-8,33.40879 ,126.87450 
너를사랑한제주,민박,제주특별자치도 서귀포시 성산읍 난고로34번길 145,33.44569 ,126.90777 
제주그린힐하우스,민박,제주특별자치도 서귀포시 성산읍 난고로34번길 61,33.43971 ,126.90710 
해담,민박,제주특별자치도 서귀포시 성산읍 난고로42번길 110-11,33.44331 ,126.90723 
해를담다,민박,제주특별자치도 서귀포시 성산읍 난고로42번길 110-9,33.44344 ,126.90712 
해마중,민박,제주특별자치도 서귀포시 성산읍 난고로42번길 14,33.43520 ,126.90529 
컬러민박,민박,제주특별자치도 서귀포시 성산읍 난고로42번길 24,33.43610 ,126.90539 
컬러인제주,민박,제주특별자치도 서귀포시 성산읍 난고로42번길 24,33.43610 ,126.90539 
casa de jeju,민박,제주특별자치도 서귀포시 성산읍 난고로42번길 24,33.43610 ,126.90539 
키아오라,민박,제주특별자치도 서귀포시 성산읍 난고로42번길 3,33.43422 ,126.90502 
오로라,민박,제주특별자치도 서귀포시 성산읍 난고로42번길 3,33.43422 ,126.90502 
오름,민박,제주특별자치도 서귀포시 성산읍 난고로42번길 7,33.43456 ,126.90465 
언덕위에빨간지붕,민박,제주특별자치도 서귀포시 성산읍 난고로499번길 17,33.40490 ,126.87162 
아라민박,민박,제주특별자치도 서귀포시 성산읍 난고로499번길 48,33.40270 ,126.87150 
아일랜드싼타,민박,제주특별자치도 서귀포시 성산읍 난산로 100,33.39254 ,126.87848 
귤낭밭 우리집,민박,제주특별자치도 서귀포시 성산읍 난산로 41번길 67-21,33.39721 ,126.86733 
모드락민박,민박,제주특별자치도 서귀포시 성산읍 난산로 48,33.40171 ,126.87025 
다담,민박,제주특별자치도 서귀포시 성산읍 난산로36번길 14-5,33.40233 ,126.87225 
하늘게스트하우스,민박,제주특별자치도 서귀포시 성산읍 난산로41번길 50-12,33.39926 ,126.86608 
제주민박프리타타,민박,제주특별자치도 서귀포시 성산읍 난산로41번길 61,33.39818 ,126.86612 
야자수회관,민박,제주특별자치도 서귀포시 성산읍 난산온평로121번길 19,33.40296 ,126.88720 
느링느링스테이,민박,제주특별자치도 서귀포시 성산읍 남산봉로 83-82,33.36415 ,126.83088 
더한스,민박,제주특별자치도 서귀포시 성산읍 독자봉로 113,33.38495 ,126.86508 
고래의꿈,민박,제주특별자치도 서귀포시 성산읍 독자봉로24번길 84,33.39034 ,126.87555 
효명파크,민박,제주특별자치도 서귀포시 성산읍 동류암로36번길 12,33.45012 ,126.91653 
삼다도민박,민박,제주특별자치도 서귀포시 성산읍 동류암로39번길 4,33.44845 ,126.91582 
에이라운지,민박,제주특별자치도 서귀포시 성산읍 병문로 130,33.45792 ,126.90024 
제주아비앙또,민박,제주특별자치도 서귀포시 성산읍 병문로 130,33.45792 ,126.90024 
설렘,민박,제주특별자치도 서귀포시 성산읍 병문로 132,33.45809 ,126.90078 
성산다락방,민박,제주특별자치도 서귀포시 성산읍 병문로 132,33.45809 ,126.90078 
성산올레,민박,제주특별자치도 서귀포시 성산읍 병문로 132,33.45809 ,126.90078 
제주사랑,민박,제주특별자치도 서귀포시 성산읍 병문로 132,33.45809 ,126.90078 
수빈민박,민박,제주특별자치도 서귀포시 성산읍 산성효자로 114번길 65-12,33.44795 ,126.91621 
제주로다온,민박,제주특별자치도 서귀포시 성산읍 산성효자로 191-9,33.44746 ,126.89490 
에코힐링,민박,제주특별자치도 서귀포시 성산읍 산성효자로 217-9,33.44827 ,126.89041 
귤밭풍경민박,민박,제주특별자치도 서귀포시 성산읍 산성효자로 228-10,33.44974 ,126.89148 
유빈민박,민박,제주특별자치도 서귀포시 성산읍 산성효자로 228-14,33.44982 ,126.89183 
제주돌체,민박,제주특별자치도 서귀포시 성산읍 산성효자로 40,33.45068 ,126.90810 
성산힐링펜션&게스트하우스,민박,제주특별자치도 서귀포시 성산읍 산성효자로 41,33.45046 ,126.90828 
해너울,민박,제주특별자치도 서귀포시 성산읍 산성효자로 62,33.44924 ,126.90672 
휴낭,민박,제주특별자치도 서귀포시 성산읍 산성효자로 95-1,33.44785 ,126.90423 
키즈키득펜션,민박,제주특별자치도 서귀포시 성산읍 산성효자로114번길 121,33.45427 ,126.90689 
